DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1079;P9010;P9025;P9025S1;P9025S2;P5230;P9090;P784;P784S1;P784S1A1;P784S1A2;P784S2;P784S2A1;P784S2A2;P784S5;P784S5A1;P784S5A2;P784S4;P784S4A1;P1072;P1072S1;P1072S2;P1077;P1077S1;P1077S2;P1077S3;P1077S4;P1077S5;P1077S6;P1077S27;P1077S7;P1077S8;P1077S9;P1077S10;P1077S11;P1077S12;P1077S13;P1077S14;P1077S15;P1077S15A1;P1077S16;P1077S16A1;P1077S17;P1077S18;P1077S19;P1077S20;P1077S21;P1077S21A1;P1077S22;P1077S22A1;P1077S23;P1077S23A1;P1076;P1075;P1075S1;P1075S2;P3199;P1074;P795;P795S1;P795S1A1;P795S1A2;P795S2;P795S3;P795S4;P3201;P1913;P1913S1;P1913S2;P1913S3;P1913S10;P1913S9;P1913S5;P1913S6;P1913S7;P1913S11;P1913S12;P1913S8;P1913S13;P3202;P3202S1;P3202S2;P3202S3;P3202S4;P3202S5;P3202S6;P3202S7;P3202S8;P3202S9;P3202S10;P3202S11;P3202S12;P3203;P3203S1;P3203S2;P3203S3;P3203S4;P3203S5;P3203S6;P3203S7;P3203S8;P3203S9;P3203S10;P3203S11;P3203S12;P3203S13;P3203S14;P3353;P3354;P3355;P3356;P3357;P3358
7636399;1;1;1;1.650.133.681;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;1;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;5;25;30;10;20;20;5;10;30;15;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;5;4;2;2
7636400;1;1;1;20.230.479.088;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;;2;2;1;2;2;;1;2;2;;;1;1;2;1;;;;;;1;;;1;;5;15;30;15;15;10;5;10;20;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;5;2;2
7636401;1;1;1;93.595.665.892;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;1;2;1;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;10;10;60;5;30;20;5;5;40;5;5;;;;;;;;;;1;;;;;;;;;1;1;;;;;1;;;;;3;2;4;5;3;3
7636402;1;1;1;13.024.474.647;1;1;;1;2;1;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;2;;2;;1;1;;1;1;2;1;;;;;;1;;;1;;5;10;30;5;40;15;5;1;38;4;15;;;;;;1;;;;1;;1;;;;;;1;1;1;;;;;1;;;;;4;2;4;2;3;3
7636403;1;1;1;1.178.666.915;1;2;;1;2;1;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;5;10;30;5;30;10;7;2;0;10;5;;;;1;;;;;;1;;;;;;;;;;1;;;;;1;;1;;;4;2;4;5;3;3
7636404;1;1;1;15.460.473.869;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;3;434;;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;15;10;30;5;30;15;2;30;30;30;15;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;2;3;2;3;3;3
7636405;1;1;1;45.849.680.286;2;1;;2;2;1;2;;2;;;2;;;1;1;1200000;2;;;6;0;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;4;2;;;;7;;;;;;;;;;20;0;60;10;120;0;20;0;0;0;0;0;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;3;4;3;4;2;2
7636406;1;1;1;48.409.756.731;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;10;250;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;1;1;2;;2;;;1;1;1;1;;;1;1;2;;;;;;10;0;0;10;0;0;10;0;0;0;0;0;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;3;3;4;4;3;3
7636407;1;1;1;45.849.680.286;2;1;;2;2;2;1;;2;;;2;;;2;;;2;;;5;250;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;10;0;0;10;0;0;20;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;1;;;;;;;1;;;4;4;4;4;2;3
7636408;1;1;1;45.849.680.286;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;3;250;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;2;;;1;1;2;1;;;1;1;2;;;;;;10;0;0;10;0;0;20;0;0;0;0;0;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;5;4;3;4;3;2
7636409;1;1;1;61.763.952.473;1;1;;2;2;1;1;;2;;;2;;;1;1;460000;2;;;2;250;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;2;1;;;;;;20;0;0;20;0;0;20;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;4;3;3;3;2;2
7636410;1;1;1;10.592.615.948;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;5;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;1;2;1;;;1;1;2;;;;;;20;0;0;20;0;0;20;0;1;0;0;0;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;4;4;4;4;2;2
7636411;1;1;1;58.917.662.587;2;1;;2;2;1;1;;2;;;2;;;1;1;600000;2;;;7;450;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;1;;1;1;2;;;;;;20;0;0;20;0;0;30;0;0;0;0;0;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;4;4;4;4;2;2
7636412;1;1;1;56.214.539.184;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;5;450;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;1;1;2;1;;;1;1;2;;;;;;15;0;0;20;0;0;20;0;0;0;0;0;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;4;4;4;4;3;2
7636413;1;1;1;11.747.807.069;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;450;;1;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;;2;;2;;1;1;2;1;;;;1;1;2;;;;;;20;60;120;20;60;60;20;0;0;0;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;3;3;2;2
7636414;1;1;1;15.078.098.253;1;1;;1;2;2;2;;1;1;1920000;2;;;2;;;2;;;5;50;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;1;2;2;2;;2;;2;;3;2;;;;3;;1;1;2;;;;;;10;10;60;45;45;30;45;10;10;10;10;50;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;5;5;5;5;2;2
7636415;1;1;1;70.701.195.105;2;1;;2;2;1;1;;2;;;1;1;1200000;2;;;2;;;2;250;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;2;;1;1;2;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;4;4;3;3;2;2
7636416;1;1;1;14.097.368.482;2;1;;2;2;1;2;;2;;;2;;;2;;;2;;;5;450;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;3;;1;1;2;;;;;;60;60;60;60;60;60;60;0;0;0;60;0;;1;;;;;;;;;;;;;;;;1;;;;;;1;;;;;4;3;3;3;2;3
7636417;1;1;1;93.805.369.135;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;1;2;;2;2;1;1;1;1;1;1;2;;;1;1;1;1;;;1;1;1;1;;;1;;20;20;30;30;60;60;60;25;60;60;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;3;3;2;2
7636418;1;1;1;17.395.255.535;1;1;;2;2;1;2;;1;1;200000;2;;;2;;;1;1;;5;450;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;60;60;60;60;60;60;60;0;0;0;0;0;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;4;3;3;3;2;2
7636421;1;1;1;67.457.447.021;1;1;;2;2;2;2;;2;;;2;;;1;1;220000;2;;;5;30;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;1;2;1;;;;1;1;2;;;;;;20;30;30;30;30;30;60;60;60;60;60;60;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;4;4;4;4;3;3
7636423;1;1;1;55.019.616.344;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;2;100;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;1;;;;;;;;;;20;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7636426;1;1;1;55.019.616.344;2;1;;2;2;1;1;;2;;;2;;;2;;;2;;;3;250;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;1;;1;1;2;;;;;;30;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;3;2;2
7636431;1;1;1;55.019.616.344;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;6;0;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;1;1;2;1;;;;;;;;1;;2;;10;30;60;5;120;60;30;1;30;30;30;30;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;4;3;2;2
7636434;1;1;1;10.707.976.848;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;2;1;2;1;2;2;1;2;2;2;2;1;1;1;1;2;2;2;2;2;;2;;2;;1;1;1;1;2;;;1;2;1;;;;;;5;3;20;5;120;10;10;1;20;10;15;20;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;3;2;2
7636435;1;1;1;13.614.396.568;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;6;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;3;30;60;5;15;10;5;6;60;60;60;60;;1;;;;;;;1;;;;;;;;;;1;;;;;1;;;;;2;2;3;3;3;3
7636436;1;1;1;46.343.522.673;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;1;1;2;;;2;;;;4;;1;1;2;;;;;;90;15;90;90;90;90;90;15;0;15;90;0;;1;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;4;4;3;3;3;3
7636438;1;1;1;16.999.732.761;2;1;;1;2;2;1;;2;;;2;;;2;;;2;;;8;0;;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;2;2;;;1;1;2;1;;;1;1;2;;;;;;5;45;60;30;45;45;45;45;60;45;45;45;;1;1;;;;;;;;;;;;;;;;1;1;;;;1;;;;;3;2;4;3;3;3
7636439;1;1;1;55.019.616.344;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;2;1;;;;;;5;25;20;10;30;30;15;30;60;60;45;50;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;3;3;1;1
7636440;1;1;1;70.701.195.105;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;2;;1;1;2;;;;;;5;15;25;20;25;20;15;30;50;50;45;50;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;3;3;3;3
7636441;1;1;1;12.219.340.636;1;2;;1;2;1;1;;2;;;2;;;2;;;2;;;14;0;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;1;;1;2;1;;;;;;5;5;90;10;120;40;30;1;30;5;30;30;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7636442;1;1;1;1.347.231.783;2;1;;1;2;1;1;;2;;;2;;;2;;;2;;;6;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;10;45;45;45;60;45;25;15;45;45;25;25;;1;1;;;;;;;;;;;;;1;;;1;;;;;1;;1;;;5;3;4;3;3;3
7636443;1;1;1;13.614.396.568;2;1;;1;2;2;1;;2;;;2;;;2;;;2;;;10;0;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;3;1;1;2;1;;;1;1;2;;;;;;5;30;30;5;30;30;10;10;30;30;30;30;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;2;1;3;3;3;3
7636444;1;1;1;84.594.126.177;2;1;;2;2;1;2;;2;;;2;;;2;;;2;;;10;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;90;10;90;90;90;90;90;15;0;10;90;0;;;;;;;;;1;;1;;;;;;;1;1;;;;;1;;;;;4;4;3;3;3;3
7636446;1;1;1;11.411.853.533;1;1;;2;2;2;2;;2;;;2;;;2;;;1;1;;3;0;;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;5;5;5;5;0;35;35;5;60;5;35;0;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;3;3;3;3;3;3
7636447;1;1;1;44.015.693.075;2;1;;2;2;2;2;;2;;;1;1;1440000;1;1;1440000;2;;;5;0;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;90;15;90;90;90;90;90;12;0;10;90;0;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;4;4;3;3;3;3
7636448;1;1;1;56.560.956.084;2;1;;2;2;1;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;90;10;90;90;90;90;90;10;0;0;90;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7636449;1;1;1;10.891.517.255;2;1;;2;2;1;2;;2;;;2;;;2;;;2;;;8;0;;1;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;90;10;90;90;30;30;30;10;0;10;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;3
7636450;1;1;1;70.701.195.105;1;1;;2;2;1;2;;2;;;1;1;1440000;1;1;1440000;2;;;5;0;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;2;;1;1;2;;;;;;90;15;90;30;30;30;30;10;0;10;30;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;3
7636451;1;1;1;13.970.075.687;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;6;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;1;1;2;1;;;;1;2;1;;;;;;15;15;30;5;120;30;30;1;30;30;30;30;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;4;2;3
7636453;1;1;1;1.069.911.504;1;1;;2;2;2;2;;2;;;1;1;1440000;2;;;2;;;7;0;;1;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;1;1;2;;;1;1;1;2;;;1;1;1;;;;;;11;5;2;5;20;20;20;0;30;0;30;0;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;4;3;4;4;3;3
7636455;1;1;1;23.569.381.757;2;2;;2;2;2;1;;2;;;2;;;2;;;1;1;;14;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;1;2;;2;2;2;2;2;;1;2;2;;;1;1;1;1;;;1;1;2;;;;;;3;3;3;3;0;40;40;3;10;5;45;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7636456;1;1;1;77.893.417.944;1;1;;2;2;1;2;;2;;;1;1;680000;2;;;2;;;3;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;3;5;60;5;60;60;60;3;60;60;60;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;2;3;3
7636459;1;1;1;17.186.660.444;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;4;450;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;1;1;2;;;2;;;;7;;1;1;2;;;;;;3;10;60;3;60;60;60;3;45;60;60;60;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;2;2;4;2;3;3
7636460;1;1;1;14.097.368.482;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;2;1;1;2;1;2;1;2;2;2;1;2;;1;1;1;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;;1;;1;;25;20;60;20;120;60;30;1;30;30;30;30;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;1;4;3;2;2
7636462;1;1;1;90.629.019.843;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;90;15;90;90;90;90;30;30;0;10;30;0;;1;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;3;3;3;3;2;3
7636463;1;1;1;63.822.389.694;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;2;3;20;5;15;20;20;20;30;30;32;0;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;4;4;4;4;2;2
7636465;1;1;1;14.452.446.309;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;;1;;1;;15;10;60;1;120;60;15;1;20;20;30;30;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;2;2;2
7636467;1;1;1;77.893.417.944;1;1;;2;2;1;1;;2;;;1;2;1950000;2;;;2;;;6;0;;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;2;2;;;;2;;1;1;2;1;;;2;;5;2;30;5;25;30;30;20;25;30;30;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7636468;1;1;1;70.701.195.105;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;2;;1;2;1;;;;;;90;10;90;90;90;30;30;0;0;15;10;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;3;2;3
7636469;1;1;1;89.607.495.096;1;2;;2;2;1;2;;2;;;1;1;600000;2;;;2;;;3;0;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;1;;1;2;1;;;;;;5;10;5;5;60;60;60;5;60;60;60;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;4;2;3;3
7636470;1;1;1;90.307.758.924;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;1;2;2;;;1;1;1;1;;;;;;;;;;;3;2;2;2;0;45;45;2;50;10;45;0;;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;;4;4;4;4;3;3
7636471;1;1;1;19.486.894.184;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;10;0;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;4;2;;;;4;;1;1;2;;;;;;90;10;90;90;30;20;90;10;0;10;90;0;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;3;3;3;3;2;3
7636472;1;1;1;55.019.616.344;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;2;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;4;2;;;;4;;1;1;2;;;;;;90;15;90;90;30;30;30;10;0;10;90;0;;1;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;3;3;3;3;3;3
7642749;1;1;1;20.130.398.838;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;2;1;2;1;2;2;2;2;1;2;1;1;2;;1;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;2;;2;15;15;10;30;5;5;5;5;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;1;2;4;2;2
7642751;1;1;1;1.907.443.863;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;;1;2;1;2;1;1;1;1;2;;;1;1;2;2;;;;;;1;;;2;;5;5;15;5;60;15;15;5;5;18;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;3;4;2;2
7642752;1;1;1;15.986.531.057;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;0;0;;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;2;;1;1;2;;;;;;6;18;15;5;5;15;5;5;5;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;3;2;2
7642753;1;1;1;21.322.454.205;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1;1;1;1;2;;1;2;1;1;;1;1;1;1;;;;;;1;;;1;;5;3;25;6;40;5;5;2;60;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;2;2;2;2
7642754;1;1;1;21.248.959.074;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;300;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;5;10;15;5;10;10;5;5;15;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;3;2;2
7642755;1;1;1;21.108.084.003;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;2;2;;1;2;1;2;1;3;1;2;1;3;;1;1;2;1;;;;;;1;;;2;;5;5;20;5;5;10;5;5;15;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;5;5;2;2
7642756;1;1;1;14.594.910.466;1;2;;2;2;2;1;;2;;;2;;;1;2;98;2;;;1;300;;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;2;2;;;1;1;2;1;;;;;;1;;;1;;3;5;15;5;5;5;5;5;15;10;10;;;1;;;;;;1;;1;1;1;;;;;;;1;;;;;1;1;;1;;4;4;3;4;2;2
7642757;1;1;1;1.704.658.841;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;300;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;;2;2;1;2;1;1;2;;2;;;1;1;2;2;;;;;;1;;;1;;5;15;15;5;5;15;5;3;20;5;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;5;5;2;2
7642758;1;1;1;15.621.915.864;1;2;;2;2;2;2;;2;;;1;1;1500000;2;;;2;;;7;0;;1;1;1;1;1;2;1;2;1;1;1;2;2;2;1;2;;2;;2;2;1;2;1;1;1;3;2;;;1;1;2;1;;;;;;1;;;1;;3;15;20;3;20;20;3;1;60;20;20;;;;;1;;;;;;;1;1;;;1;;;1;1;;;;;;;;;;4;4;4;4;2;3
7642759;1;1;1;19.865.231.091;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;3;434;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;1;1;2;;2;;;1;1;2;1;;;1;1;2;;;;;;5;15;25;2;40;14;12;12;30;30;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;3;3;3
7642761;1;1;1;14.620.534.838;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;2;2;1;2;1;2;1;2;2;2;2;2;;2;;2;2;2;2;1;1;1;2;2;;;1;1;2;1;;;1;1;2;;;;;;5;15;20;3;20;25;10;3;10;3;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;3;4;2;2
7642762;1;1;1;19.899.280.395;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;2;1;1;2;1;2;1;2;2;2;1;1;1;2;;1;2;2;2;1;2;1;2;1;2;;1;1;2;1;;;1;2;1;;;;;;15;15;20;5;30;10;5;5;10;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;4;2;2
7642767;1;1;1;17.075.656.996;1;1;;2;2;2;1;;2;;;2;;;1;1;160000;2;;;5;0;;1;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;1;;1;2;1;;;;;;2;10;50;5;5;5;5;2;30;3;60;;;;;1;;;;;;;;;;;;;;1;;;;;;1;;;;;3;2;4;4;3;3
7642768;1;1;1;14.990.874.415;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;1;1;;2;;;;1;;1;1;2;;;;;;5;10;15;5;15;5;5;2;0;0;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;3;3;3
