DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1079;P9010;P9025;P9025S1;P9025S2;P5230;P9090;P784;P784S1;P784S1A1;P784S1A2;P784S2;P784S2A1;P784S2A2;P784S5;P784S5A1;P784S5A2;P784S4;P784S4A1;P1072;P1072S1;P1072S2;P1077;P1077S1;P1077S2;P1077S3;P1077S4;P1077S5;P1077S6;P1077S27;P1077S7;P1077S8;P1077S9;P1077S10;P1077S11;P1077S12;P1077S13;P1077S14;P1077S15;P1077S15A1;P1077S16;P1077S16A1;P1077S17;P1077S18;P1077S19;P1077S20;P1077S21;P1077S21A1;P1077S22;P1077S22A1;P1077S23;P1077S23A1;P1076;P1075;P1075S1;P1075S2;P3199;P1074;P795;P795S1;P795S1A1;P795S1A2;P795S2;P795S3;P795S4;P3201;P1913;P1913S1;P1913S2;P1913S3;P1913S10;P1913S9;P1913S5;P1913S6;P1913S7;P1913S11;P1913S12;P1913S8;P1913S13;P3202;P3202S1;P3202S2;P3202S3;P3202S4;P3202S5;P3202S6;P3202S7;P3202S8;P3202S9;P3202S10;P3202S11;P3202S12;P3203;P3203S1;P3203S2;P3203S3;P3203S4;P3203S5;P3203S6;P3203S7;P3203S8;P3203S9;P3203S10;P3203S11;P3203S12;P3203S13;P3203S14;P3353;P3354;P3355;P3356;P3357;P3358
7773851;1;1;1;18.379.872.146;1;2;;1;2;1;1;;2;;;2;;;1;1;1120000;2;;;4;0;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;1;2;1;;;;;;;;;;;3;2;2;2;5;15;2;5;0;5;0;;;1;;;;;;;1;;1;;;;;1;1;;1;1;;;;1;1;1;;;2;3;4;5;3;3
7773852;1;1;1;1.962.339.682;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;6;450;;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;3;1;1;2;1;;;;;;1;;;1;;5;4;30;30;20;20;6;2;10;10;38;;;;1;;;;;;1;;1;;;;;;;;1;;;;;;;;;;2;2;3;4;3;3
7773853;1;1;1;13.151.960.033;1;1;;2;2;1;1;;2;;;1;1;800000;2;;;2;;;2;0;;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;1;1;1;2;1;;;;;;1;;;1;;5;10;5;5;10;15;5;10;30;10;15;;;;;;;;;;1;;;;;;;;;;1;;;;;;;1;;;4;2;4;4;3;3
7773854;1;1;1;23.659.237.978;1;2;;2;2;2;1;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;2;1;;;;;;10;5;15;15;30;20;5;5;30;30;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;4;3;3
7773855;1;1;1;18.195.175.459;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;6;0;;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;2;1;;;;;;5;5;20;5;15;15;5;5;99;3;30;;;1;;;1;;;;1;;1;;;;;;;;;;;;;;;;;1;3;2;3;3;3;3
7773856;1;1;1;14.543.550.918;1;1;;2;2;1;1;;1;1;120000;2;;;2;;;2;;;3;0;;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;1;1;;2;;;;1;;1;2;1;;;;;;5;5;10;5;15;30;5;2;99;5;30;;;;;;;;;;1;;1;;;;;;;;1;;;;;;;;;;3;2;4;4;3;3
7773857;1;1;1;1.595.453.624;2;1;;2;2;2;1;;2;;;2;;;2;;;2;;;7;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;1;2;;;;1;;;;;1;;;2;;10;2;30;10;0;30;5;1;0;1;30;;;1;1;;;;;;1;;1;;;;;;;1;1;;;;;1;;;;;3;2;4;4;3;3
7773858;1;1;1;1.907.443.863;1;2;;2;2;2;1;;2;;;2;;;2;;;2;;;4;0;;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;1;1;2;;;1;1;1;1;;;;;;1;;;1;;15;5;30;5;15;20;10;5;30;5;20;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;4;2;4;5;3;3
7773859;1;1;1;15.050.373.828;2;2;;2;2;2;2;;2;;;2;;;2;;;2;;;0;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;2;2;;1;1;2;;;1;1;1;1;;;;;;1;;;1;;20;5;30;5;5;5;5;5;0;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;5;5;3;3
7773860;1;1;1;10.794.691.702;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;5;15;20;5;20;40;5;5;30;5;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7773861;1;1;1;21.193.820.701;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;;2;;1;2;2;2;1;1;2;;2;;;1;1;1;2;;;1;2;1;;;;;;5;20;30;5;0;10;5;5;0;1;5;;;;1;;;;1;;1;;;;;;1;1;;1;1;;;;;1;;1;;;2;1;3;3;2;2
7773862;1;1;1;15.227.820.762;2;2;;2;2;2;2;;2;;;2;;;2;;;2;;;9;450;;1;1;1;1;2;1;1;2;1;2;1;2;2;1;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;5;4;15;8;20;5;3;1;60;20;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;5;3;3
7773863;1;1;1;16.607.237.729;1;2;;1;1;2;2;;2;;;2;;;2;;;2;;;3;465;;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;2;1;;;;;;;1;;;1;;60;10;30;5;5;40;15;2;40;120;45;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;5;5;5;5;3;3
7773864;1;1;1;14.023.622.485;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;2;465;;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;1;1;2;2;1;2;1;1;2;;2;;;1;2;1;;;;;;;1;;;1;;60;10;10;10;20;40;10;5;60;120;60;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7773865;1;1;1;1.907.443.863;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;1;450;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;;2;2;2;2;2;;1;3;2;;;1;1;2;1;;;1;1;2;;;;;;10;5;20;10;60;15;5;5;45;15;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;2;2;2;2
7773866;1;1;1;18.963.587.892;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;455;;2;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;1;;5;10;45;5;0;10;5;5;0;5;0;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;3;2;3;3;3;3
7773867;1;1;1;10.490.208.253;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;2;;5;15;45;5;10;5;5;10;10;20;5;;;;1;;;;;;;;1;;;;;;;1;1;;;;;1;;;;;4;2;2;3;3;3
7773868;1;1;1;99.915.819.104;1;2;;2;2;1;1;;2;;;1;1;1000000;2;;;2;;;2;250;;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;2;;1;1;2;;;;;;15;99;20;10;25;20;15;10;99;99;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7773869;1;1;1;17.790.838.227;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;465;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;5;5;8;10;60;15;15;5;20;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;2;2;2;2
7773870;1;1;1;13.549.269.417;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;10;15;20;10;10;10;10;10;30;30;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;5;3;3
7773871;1;1;1;1.599.790.601;1;2;;2;2;2;1;;2;;;2;;;1;1;60000;2;;;5;450;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;5;10;40;5;10;15;1;5;5;5;40;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;4;4;4;4;3;3
7773872;1;1;1;18.018.478.423;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;1;1;;1;1;2;1;;;;;;1;;;1;;5;10;20;5;0;5;5;10;15;15;5;;;;1;;;;;;;;;;;;;;;1;1;;;;;1;;;;;3;4;2;2;2;3
7773873;1;1;1;13.990.316.474;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;1;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;2;;;2;;;;1;;1;2;1;;;;;;10;10;40;10;0;10;10;10;0;0;12;;;1;;;;;;;1;;;;;;;;;1;1;;;;;;;1;;;3;2;3;3;3;3
7773874;1;1;1;15.595.234.872;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;0;400;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;2;;;2;;;;1;;;;;;;;;;10;10;60;5;0;15;10;10;0;15;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;3;3;3;3
7773875;1;1;1;14.461.012.107;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;0;0;;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;2;;2;1;2;2;2;;2;;2;;2;1;1;2;2;;;1;2;1;;;;;;5;2;40;2;30;20;5;5;60;60;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;3;3;3
7773876;1;1;1;13.044.372.547;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;1;1;1;1;;1;1;1;1;;;;;;1;;;1;;2;7;14;5;30;10;5;5;0;5;8;;;;;;1;;1;;1;;1;;;;;1;;1;1;;;;;1;;1;;;3;2;5;2;2;2
7773877;1;1;1;1.595.237.862;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;3;250;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;;1;1;2;1;1;2;2;;1;1;2;;;1;2;1;;;;;;;1;;;1;;5;5;15;2;5;30;2;10;20;20;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;5;3;3
7773878;1;1;1;14.980.488.607;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;6;450;;1;1;1;1;2;1;1;2;1;2;1;2;2;2;2;2;;2;;2;1;2;2;2;;1;1;2;;;1;1;2;2;;;1;2;1;;;;;;20;10;120;5;60;40;10;5;60;5;15;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;4;4;5;5;3;3
7773879;1;1;1;1.910.463.366;2;2;;1;2;2;2;;2;;;2;;;2;;;2;;;6;450;;1;1;1;2;1;2;2;2;1;2;1;2;2;2;1;1;1;2;;1;1;1;2;1;1;1;2;2;;;1;1;2;1;;;;;;1;;;1;;20;1;30;5;20;30;10;5;60;5;10;;;;;;;;;;;;;1;;;;;;1;1;;1;;;;;;;;4;4;5;5;3;3
7773880;1;1;1;20.330.559.339;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;450;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;;2;;1;1;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;20;10;30;10;10;15;5;5;60;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;4;4;3;3
7773881;1;1;1;12.158.256.386;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;2;2;;2;;2;;1;1;1;2;1;;;;;;1;;;1;;20;15;35;5;40;10;5;15;0;0;15;;;;;;1;;;;;;1;;;;;;;1;;;;;;1;;;;;2;2;4;5;3;3
7773882;1;1;1;11.799.703.927;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;2;5;40;3;10;3;2;30;10;60;3;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;2;3;3
7773883;1;1;1;14.607.082.937;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;4;0;;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;;2;;1;2;2;2;1;1;2;;2;;;1;1;2;1;;;1;1;2;;;;;;2;2;20;5;15;5;5;2;2;2;10;;;;;;;;;1;;;;;;;;;;1;1;;;;1;1;;1;;;4;3;4;3;3;3
7773884;1;1;1;13.227.863.289;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;450;;1;2;1;2;2;2;1;2;1;1;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;1;1;;1;2;1;;;;;;;1;;;1;;2;2;5;5;10;5;5;5;5;5;10;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;2;4;4;3;3
7773885;1;1;1;16.066.099.662;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;1;2;1;;;;;;;1;;;1;;1;1;20;4;2;5;1;3;0;1;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;4;5;1;1
7773886;1;1;1;14.533.210.051;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;450;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;;2;;2;1;1;2;2;;2;;2;;1;2;;;;2;;;;;1;;;2;;15;10;15;15;15;20;5;5;30;5;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;5;3;3
7773887;1;1;1;15.503.514.743;1;1;;2;2;2;1;;2;;;2;;;1;1;1900000;2;;;2;450;;1;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;5;7;15;5;5;20;5;5;30;5;30;;;1;;;;;;;1;;1;;;;;;;;1;;;;;;;;;;4;1;4;5;3;3
7773888;1;1;1;98.378.652.656;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;15;10;20;5;10;10;5;10;10;15;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;2;2;2
7773889;1;1;1;14.610.137.274;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;3;250;;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;1;1;;;;;;1;;;1;;15;20;30;20;30;20;15;25;35;35;25;;;;;1;;;;;1;;;;;;;1;;1;;;;;;1;;;;;3;3;3;3;2;2
7773890;1;1;1;10.490.208.253;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;2;1;1;2;2;1;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;2;;;;;;;;;;15;15;60;10;45;5;5;10;10;30;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;5;3;3
7773891;1;1;1;13.112.760.316;2;2;;2;2;1;1;;2;;;1;2;3120000;2;;;2;;;3;0;;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;15;20;30;15;30;20;10;15;40;30;40;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;2;2
7773892;1;1;1;12.306.081.546;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;4;0;;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;1;1;;;;;;1;;;1;;10;15;30;20;30;15;10;25;25;5;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;4;2;3
7773893;1;1;1;18.013.223.705;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;10;15;25;10;25;12;5;10;20;10;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;2;2;2
7773894;1;1;1;18.013.223.705;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;2;10;20;5;25;10;5;10;20;15;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;4;5;2;2
7773895;1;1;1;18.013.223.705;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;0;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;2;1;2;2;;;1;1;2;1;;;;;;1;;;1;;5;25;2;2;7;10;2;5;30;10;5;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;2;1;4;5;2;2
7773896;1;1;1;15.986.531.057;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;1;;1;2;1;;;;;;8;15;30;8;0;30;15;20;40;30;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;3;3;3
7773897;1;1;1;15.978.765.734;1;2;;2;2;1;1;;2;;;2;;;1;2;1300000;2;;;5;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;1;2;2;;2;;2;;3;1;1;1;1;;;;;;1;;;1;;10;15;20;15;30;25;15;2;2;2;30;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;3;3;3;3;3;3
7773898;1;1;1;16.678.910.838;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;15;15;30;15;30;40;10;10;20;15;40;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;3;3;3;3;2;3
7773899;1;1;1;12.606.280.713;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;3;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;15;15;30;15;30;25;10;2;2;2;30;;;;;;;;;;1;;;;;;;1;;;;;;;;1;;;;;3;3;3;3;2;3
7773900;1;1;1;14.328.938.298;2;2;;1;2;2;2;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;2;2;;;;;;;1;;2;;10;20;30;10;20;20;10;20;0;20;20;;;1;1;;;;;;;;;;;;;;1;;;;;;;1;;;;;2;2;4;3;3;3
7773901;1;1;1;10.051.126.177;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;15;5;30;20;0;15;15;30;30;30;20;;;1;;;;;;;1;;;;;;;;;;;;;;;1;;;;;4;4;4;4;3;3
7773902;1;1;1;11.147.578.446;1;2;;1;1;1;2;;2;;;2;;;2;;;2;;;7;250;;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;2;;2;;2;2;1;2;1;1;1;1;2;;;1;1;1;1;;;;;;1;;;1;;8;5;12;5;25;12;5;8;0;15;35;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7773903;1;1;1;13.624.599.022;2;2;;2;2;2;2;;2;;;2;;;1;1;800000;2;;;4;455;;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;2;1;1;2;;2;;;2;;;;4;;;;;1;;;1;;5;15;60;5;15;30;5;10;0;10;15;;;;1;;;;;;1;;;;;;;;;;1;;;;;;;1;;;4;3;3;3;3;3
7773904;1;1;1;12.770.505.701;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;5;455;;1;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;;2;;2;1;1;2;2;;1;1;2;;;1;1;1;1;;;;;;1;;;1;;5;20;45;5;10;30;5;10;0;10;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;2;2;3
7773905;1;1;1;15.986.531.057;1;2;;2;2;2;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;1;1;1;1;1;;;;;;1;;;1;;10;15;15;2;0;10;2;2;0;2;15;;;;;;;;;;1;;1;;;;;1;;1;;;;;;1;;;;;4;3;4;5;3;3
7773906;1;1;1;15.050.373.828;1;1;;1;2;2;2;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;;1;1;1;1;2;;1;2;2;;;1;1;2;1;;;;;;1;;;1;;2;10;30;5;30;5;5;1;60;15;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;5;5;2;2
7773907;1;1;1;20.947.962.795;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;10;450;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;1;1;1;2;;1;2;1;2;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;5;5;45;2;45;15;10;2;60;10;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;2;2;2;2
7773908;1;1;1;17.627.182.238;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;1;1;1;2;1;2;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;1;3;2;;;1;1;2;1;;;;;;1;;;1;;10;20;40;5;5;15;5;10;45;20;10;;;1;;;;;;;;;1;;;;;;;1;1;;;;;;;;;;2;2;4;5;1;2
7773909;1;1;1;20.014.693.005;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7773910;1;1;1;1.704.658.841;2;1;;2;2;1;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;2;1;1;2;1;;;;;;1;;;1;;10;15;30;5;30;15;5;5;20;20;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7773911;1;1;1;15.986.531.057;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;5;5;10;3;30;30;5;5;5;5;15;;;1;;;;;;;;;;;;;;;;1;;;;;;1;;1;;;3;2;2;2;3;3
7773912;1;1;1;15.123.965.638;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;2;;2;;2;2;1;1;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;10;15;60;15;15;10;5;10;15;10;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7773913;1;1;1;1.700.106.102;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;1;1;2;2;1;2;1;2;2;1;2;1;1;2;;1;2;1;2;1;1;1;2;2;;;1;1;1;1;;;;;;1;;;1;;2;8;4;4;30;20;4;2;2;2;4;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;5;5;2;2
7773914;1;1;1;17.867.333.028;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;1;1;1;1;1;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;10;15;15;10;15;5;5;10;15;15;5;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;2;4;4;3;3
7773915;1;1;1;16.067.791.231;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;;2;;1;2;1;1;2;;2;;2;;3;1;1;2;1;;;;;;1;;;1;;5;15;30;5;15;20;5;15;20;20;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;3;2;2
7773916;1;1;1;14.398.115.409;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;2;;1;2;2;;;1;1;2;1;;;;;;1;;;1;;5;20;30;5;15;15;5;20;20;15;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;3;2;2
7773917;1;1;1;13.054.159.245;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;450;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;;1;1;1;2;1;1;1;2;2;;;1;1;2;1;;;;;;1;;;1;;5;20;60;30;30;20;10;10;40;15;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;2;3;3
7773918;1;1;1;17.078.224.048;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;2;450;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;1;2;2;;1;2;1;1;1;1;1;1;2;;;1;2;1;;;;;;;1;;;1;;10;0;45;3;10;10;3;1;38;1;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;4;4;3;3
