DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3205;P3211;P3216;P3222;P3227;P8752;P3209;P3209S1;P3209S2;P3209S3;P3209S4;P3209S5;P3209S6;P3209S7;P3209S8;P3359;P3359S1;P3359S2;P3359S3;P3359S4;P3359S5;P3359S6;P3359S7;P3359S8;P3359S1A;P3359S2A;P3359S3A;P3359S4A;P3359S5A;P3359S6A;P3359S7A;P3359S8A;P3360;P3360S1;P3360S2;P3360S3;P3360S4;P3360S5;P3360S6;P3360S7;P3360S8;P3361;P3361S1;P3361S2;P3361S3;P3361S4;P3361S5;P3361S6;P3361S7
7763437;1;1;1;20.014.693.005;2;2;2;2;2;;;3;3;3;3;3;3;3;3;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763438;1;1;1;89.472.459.471;1;1;1;1;1;;;2;2;3;3;2;3;2;2;;2;2;3;2;2;3;2;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763439;1;1;1;98.098.484.101;1;2;1;2;2;;;1;1;4;1;4;1;1;4;;2;2;2;2;2;3;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763440;1;1;1;12.316.734.157;1;1;1;1;2;;;1;1;1;1;8;8;8;8;;2;2;4;3;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;
7763442;1;1;1;22.523.098.029;1;1;1;2;1;;;2;2;3;2;3;2;3;3;;2;2;2;3;3;3;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763444;1;1;1;12.509.183.128;1;2;2;2;2;;;3;3;3;3;3;3;3;3;;2;2;4;2;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763446;1;1;1;20.014.693.005;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;3;2;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763447;1;1;1;20.020.531.581;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;1;2;2;3;2;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763448;1;1;1;10.599.281.039;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;2;2;3;3;2;3;2;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763449;1;1;1;1.107.330.498;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;2;2;3;2;4;2;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763450;1;1;1;18.013.223.705;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763461;1;1;1;20.014.693.005;1;2;1;2;2;;;1;1;2;2;4;1;2;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763462;1;1;1;1.907.443.863;1;2;1;2;2;;;2;2;1;2;2;2;1;1;;3;3;3;3;3;3;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763474;1;1;1;1.704.658.841;2;2;1;2;1;;;3;3;1;1;3;1;1;1;;1;1;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763475;1;1;1;14.387.877.951;1;2;1;2;1;;;6;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763476;1;1;1;1.721.165.685;1;1;2;2;2;;;2;2;2;2;2;2;2;2;;3;2;4;2;4;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763478;1;1;1;15.046.276.682;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;3;2;4;2;2;;;;;;;;;;1;1;1;1;2;1;1;2;;;;;1;;;
7763479;1;1;1;14.914.099.827;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;1;1;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763480;1;1;1;14.039.398.816;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;2;3;2;3;1;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763481;1;1;1;14.387.877.951;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763492;1;1;1;165.468.642;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;3;2;3;3;2;;;;;;;;;;1;1;2;1;2;1;1;2;;1;;;;;;
7763501;1;1;1;16.067.791.231;1;1;1;1;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;2;2;2;2;2;1;1;1;;;;1;1;;;
7763502;1;1;1;18.997.275.603;1;1;1;2;2;;;1;1;2;1;2;1;1;2;;3;3;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763503;1;1;1;14.387.877.951;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;2;2;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763504;1;1;1;16.295.981.188;1;1;1;2;2;;;2;3;3;3;3;3;3;3;;2;2;2;2;2;2;2;2;;;;;;;;;;2;2;2;1;2;1;1;2;;1;;;;;;
7763505;1;1;1;16.067.791.231;2;1;1;2;1;;;8;8;3;8;8;8;8;8;;;;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
7763509;1;1;1;19.174.518.881;2;2;1;1;1;;;6;1;2;1;2;1;1;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763530;1;1;1;18.379.872.146;1;1;1;2;2;;;6;3;3;3;3;2;2;3;;3;2;2;2;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763531;1;1;1;20.243.385.667;1;2;1;2;2;;;1;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763532;1;1;1;1.907.443.863;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;4;4;2;4;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763533;1;1;1;1.661.674.942;2;2;2;2;2;;;1;1;2;1;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763534;1;1;1;17.602.824.407;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763540;1;1;1;14.898.923.318;1;1;1;1;2;;;6;2;2;2;2;2;2;2;;2;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763541;1;1;1;150.647.473;1;1;1;2;1;;;2;2;3;2;3;2;2;3;;2;1;2;2;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763542;1;1;1;15.496.898.555;1;2;1;2;2;;;6;3;3;3;3;2;2;3;;2;2;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763543;1;1;1;15.496.898.555;1;1;1;2;1;;;6;3;3;3;3;2;2;3;;2;1;1;2;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763544;1;1;1;14.533.210.051;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;1;1;1;1;1;3;3;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763545;1;1;1;15.259.550.904;1;2;1;2;2;;;6;3;3;3;3;3;3;3;;1;2;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763549;1;1;1;1.721.165.685;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;2;1;1;1;1;2;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763550;1;1;1;14.387.877.951;1;1;1;2;2;;;6;2;2;2;3;2;2;3;;2;2;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763566;1;1;1;19.593.244.023;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7763567;1;1;1;10.279.248.179;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;3;4;3;4;4;4;;;;;;;;;;;;;;;;;
7763569;1;1;1;48.493.278.957;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;4;2;3;3;4;3;5;;;;;;;;;;;;;;;;;
7763572;1;1;1;5.001.783.304;1;1;1;2;1;3;;;;;;;;;;;;;;;;;;;4;3;4;2;5;2;5;5;;;;;;;;;;;;;;;;;
7763573;1;1;1;55.019.616.344;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763574;1;1;1;53.881.421.063;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;2;2;3;3;3;2;3;3;;;;;;;;;;;;;;;;;
7763575;1;1;1;95.026.243.272;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;;;;
7763576;1;1;1;17.546.253.566;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763577;1;1;1;69.238.593.728;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;4;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763578;1;1;1;56.731.013.061;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763579;1;1;1;72.441.224.735;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763583;1;1;1;10.923.785.744;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;;;
7763589;1;1;1;53.881.421.063;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;3;3;3;4;4;3;;;;;;;;;;;;;;;;;
7763591;1;1;1;13.820.215.138;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7763592;1;1;1;55.649.436.301;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763593;1;1;1;95.026.243.272;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;3;3;3;3;3;4;;;;;;;;;;;;;;;;;
7763594;1;1;1;53.881.421.063;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7763595;1;1;1;56.731.013.061;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;5;4;3;5;5;5;5;5;;;;;;;;;;;;;;;;;
7763598;1;1;1;17.942.831.033;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;2;;;;;;;;;;;;;;;;;
7763600;1;1;1;6.877.452.043;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763601;1;1;1;69.484.446.532;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;2;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763602;1;1;1;10.166.707.857;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;2;3;2;2;3;2;3;3;;;;;;;;;;;;;;;;;
7763604;1;1;1;72.411.754.177;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;4;5;2;2;4;4;4;;;;;;;;;;;;;;;;;
7763607;1;1;1;72.411.754.177;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7763608;1;1;1;6.877.452.043;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763609;1;1;1;82.529.424.516;2;1;1;2;2;1;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;
7763612;1;1;1;13.808.400.956;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;2;2;2;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763613;1;1;1;13.808.400.956;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;3;3;;;;;;;;;;;;;;;;;
7763614;1;1;1;10.605.179.266;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;3;3;2;2;3;3;3;;;;;;;;;;;;;;;;;
7763615;1;1;1;92.056.006.372;1;2;1;2;1;1;;;;;;;;;;;;;;;;;;;2;3;2;2;3;3;4;4;;;;;;;;;;;;;;;;;
7763616;1;1;1;14.536.497.918;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;3;3;;;;;;;;;;;;;;;;;
7763617;1;1;1;55.019.616.344;1;2;2;1;1;2;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763620;1;1;1;62.410.573.472;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7763621;1;1;1;11.522.757.919;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;;2;2;2;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763623;1;1;1;70.701.195.105;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763624;1;1;1;13.116.638.712;1;2;2;1;2;2;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763625;1;1;1;92.056.006.372;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7763626;1;1;1;55.019.616.344;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;3;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763627;1;1;1;66.309.900.744;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763628;1;1;1;92.581.971.563;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7763629;1;1;1;96.447.300.733;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;2;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763630;1;1;1;10.186.330.408;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763631;1;1;1;20.340.349.782;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;2;2;3;2;2;3;3;3;;;;;;;;;;;;;;;;;
7763632;1;1;1;14.097.368.482;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7763633;1;1;1;95.612.797.557;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7768220;1;1;1;14.071.576.648;2;1;1;1;1;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768228;1;1;1;19.983.163.821;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;2;2;2;3;3;3;3;3;;1;;;;;;
7768239;1;1;1;20.014.693.005;1;2;1;1;2;;;1;2;1;2;3;1;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768257;1;1;1;25.018.366.257;1;1;1;1;1;;;6;2;3;2;4;2;2;2;;2;2;2;2;3;4;2;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768258;1;1;1;16.011.754.404;2;2;2;2;2;;;3;3;3;3;3;3;3;3;;2;1;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768259;1;1;1;15.233.159.913;1;2;2;2;2;;;3;3;3;3;3;3;3;3;;1;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768260;1;1;1;14.957.161.002;2;2;2;2;2;;;6;4;3;3;3;3;3;3;;4;4;4;2;2;2;2;2;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;1;;;
7768261;1;1;1;21.965.380.198;1;1;2;2;2;;;3;3;3;2;2;3;3;3;;1;1;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768264;1;1;1;16.016.425.265;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;2;1;1;1;1;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768266;1;1;1;17.627.182.238;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;1;1;2;1;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768267;1;1;1;11.998.429.507;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768269;1;1;1;13.461.444.902;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;1;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768270;1;1;1;14.826.973.262;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;1;2;1;2;1;2;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768274;1;1;1;17.994.120.592;1;1;1;2;2;;;1;1;1;1;1;1;1;1;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768275;1;1;1;18.297.503.405;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;1;2;1;1;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768277;1;1;1;14.358.874.562;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;1;1;1;2;1;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768278;1;1;1;15.339.615.105;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;1;2;1;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7768288;1;1;1;722.029.397;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7768289;1;1;1;11.999.478.995;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7768290;1;1;1;62.314.734.355;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7768291;1;1;1;11.167.426.363;1;2;1;2;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7768292;1;1;1;90.151.636.277;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7768293;1;1;1;93.950.737.417;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7768294;1;1;1;54.437.612.906;2;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7773835;1;1;1;16.067.791.231;2;2;1;2;2;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773836;1;1;1;17.340.398.755;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;1;1;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773837;1;1;1;15.017.947.016;1;1;1;1;1;;;2;3;2;3;2;2;2;3;;2;2;2;2;1;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773838;1;1;1;18.638.254.234;2;1;2;2;2;;;3;2;2;4;4;2;2;2;;3;3;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773839;1;1;1;22.523.098.029;1;2;2;2;2;;;4;4;4;4;4;2;2;4;;3;3;3;2;2;3;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773840;1;1;1;22.033.977.797;2;2;2;2;2;;;2;2;4;4;4;2;2;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773841;1;1;1;23.919.499.249;1;1;1;1;1;;;6;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773842;1;1;1;21.251.326.275;2;1;1;2;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773843;1;1;1;1.429.620.929;1;2;1;1;2;;;2;2;2;2;2;2;2;2;;3;2;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773844;1;1;1;1.178.666.915;1;1;1;2;1;;;6;2;2;2;2;2;2;2;;2;2;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773845;1;1;1;17.627.182.238;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773846;1;1;1;13.768.549.921;1;1;1;2;1;;;1;1;2;1;2;1;1;2;;3;2;3;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773847;1;1;1;18.997.275.603;1;2;1;1;1;;;2;2;2;2;2;2;2;2;;2;2;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773848;1;1;1;14.620.534.838;1;1;1;1;2;;;2;2;2;2;2;2;2;2;;2;2;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773849;1;1;1;14.251.359.132;1;2;1;2;2;;;7;3;2;7;2;2;2;2;;4;2;2;4;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773850;1;1;1;1.704.658.841;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;1;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773851;1;1;1;18.379.872.146;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;1;1;1;2;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773852;1;1;1;1.962.339.682;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773853;1;1;1;13.151.960.033;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;3;2;2;1;1;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773854;1;1;1;23.659.237.978;1;2;1;1;2;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773855;1;1;1;18.195.175.459;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;2;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773856;1;1;1;14.543.550.918;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;1;1;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773857;1;1;1;1.595.453.624;1;2;1;2;2;;;3;2;2;2;2;2;2;2;;2;3;3;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773858;1;1;1;1.907.443.863;2;1;1;2;2;;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773859;1;1;1;15.050.373.828;1;2;1;2;1;;;6;1;1;1;1;8;1;8;;4;4;4;4;4;;4;;;;;;;;;;;1;1;1;1;1;;1;;;;;;;;;
7773860;1;1;1;10.794.691.702;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;2;3;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773861;1;1;1;21.193.820.701;1;2;1;2;1;;;1;1;1;1;1;1;1;3;;3;3;2;3;2;3;3;2;;;;;;;;;;1;1;2;1;2;2;1;2;;;;;1;1;;
7773862;1;1;1;15.227.820.762;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;1;1;1;1;1;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773863;1;1;1;16.607.237.729;1;1;1;1;1;;;4;4;4;4;4;4;4;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773864;1;1;1;14.023.622.485;2;1;1;2;1;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773865;1;1;1;1.907.443.863;1;1;1;1;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773866;1;1;1;18.963.587.892;1;2;1;2;2;;;2;2;2;2;3;2;2;3;;1;1;1;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773867;1;1;1;10.490.208.253;2;2;1;2;2;;;4;4;4;4;4;4;4;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773868;1;1;1;99.915.819.104;1;2;2;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;3;2;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773869;1;1;1;17.790.838.227;1;1;1;2;2;;;6;2;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773870;1;1;1;13.549.269.417;2;2;1;1;1;;;6;2;2;2;2;2;2;2;;2;3;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773871;1;1;1;1.599.790.601;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773872;1;1;1;18.018.478.423;2;1;1;1;1;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;2;2;3;1;2;1;1;1;;1;1;;1;1;;
7773873;1;1;1;13.990.316.474;1;1;1;1;2;;;6;1;2;1;3;2;1;2;;3;2;2;4;2;2;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773874;1;1;1;15.595.234.872;1;1;1;2;2;;;6;1;2;1;3;1;1;2;;4;2;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7773875;1;1;1;14.461.012.107;1;2;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
